certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;estilo_corregido;estilo_limpio;estilo_cliente;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Portlander;Klooster Saison de Amis;Saison;Saison;Saison;Saison;Plata;Plata;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Penon Del Aguila;schwarzbier;Schwarzbier;Schwarzbier;Schwarzbier;Schwarzbier;Bronce;Bronce;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveceria Bohr;Scottish;Scottish Ale;Scottish Ale;Scottish Ale;Scottish Ale;Oro;Oro;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Hasta Pronto;Microdosis;Session Hazy Ipa;Session Hazy Ipa;Session Hazy Ipa;Hazy Ipa;Plata;Plata;Beer;Style;Santiago;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Antares;Caravana;Session Ipa;Session Ipa;Session Ipa;Session Ipa;Plata;Plata;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Baum Cerveza Artesanal;California Session IPA;Session Ipa;Session Ipa;Session Ipa;Session Ipa;Bronce;Bronce;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Jabalina Brew. Co.;mentiras piadosas;Session Ipa;Session Ipa;Session Ipa;Session Ipa;Plata;Plata;Beer;Style;Buenos Aires;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Locals Only Brew. Co.;Hop Trippin;Session Ipa;Session Ipa;Session Ipa;Session Ipa;Oro;Oro;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Veterana Cerveja Artesanal E Beertruck;POAJAZZ;Session Ipa;Session Ipa;Session Ipa;Session Ipa;Plata;Plata;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cervejaria Konigs Bier;Königs Bier Defumada;Smoke Beer;Smoke Beer;Smoke;Smoke;Oro;Oro;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Dama Bier;DAMA SMOKED PORTER;Smoke Beer;Smoke Beer;Smoke;Smoke;Plata;Plata;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveceria K'vas;PORTERGEIST;Smoked Porter;Smoked Porter;Smoked Porter;Porter;Plata;Plata;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveza Laurus;"Sour Grape Ale - ""Uvita""";Sour Grape Ale;Sour Grape Ale;Sour Grape Ale;Sour Ale;Oro;Oro;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Kross;Kross Rosé Ale;Spice, Herb,/Vegetable Beer;Spice, Herb,/Vegetable Beer;Spice, Herb,/Vegetable;Spice, Herb, Vegetable;Oro;Oro;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cervejaria Denker;DENKER - STOUT;Stout;Stout;Stout;Stout;Oro;Oro;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cervejaria Noi;Noi Cioccolato;Stout;Stout;Stout;Stout;Oro;Oro;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Dama Bier;DAMA STOUT;Stout;Stout;Stout;Stout;Plata;Plata;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cervejaria Insana;Insana - Blend Pinhão 2017;Strong Ale;Strong Ale;Strong Ale;Strong Ale;Bronce;Bronce;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveceria Tubinger;Summer Ale;Summer Ale;Summer Ale;Summer Ale;Summer Ale;Plata;Plata;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Darwin Cerveza Artesanal;Desayuno de Campeones;Sweet Stout;Sweet Stout;Sweet Stout;Stout;Bronce;Bronce;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Kross;Kross Milk Stout;Sweet Stout;Sweet Stout;Sweet Stout;Stout;Bronce;Bronce;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cervejaria Leopoldina;Leopoldina Tripel;Tripel;Tripel;Tripel;Tripel;Oro;Oro;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Big Jack Cervejaria;dote de uma princesa;Viena Lager;Viena Lager;Viena Lager;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveceria Rural;Cero Posibilidad;Vienna Lager;Vienna Lager;Vienna Lager;Lager;Plata;Plata;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Trog;Weizenbock;Weizenbock;Weizenbock;Weizenbock;Weizenbock;Bronce;Bronce;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveza Szot;Saiber Serfer;West Coast Ipa;West Coast Ipa;West Coast Ipa;Ipa;Bronce;Bronce;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Prócer;Dedos Flojos;West Coast Ipa;West Coast Ipa;West Coast Ipa;Ipa;Plata;Plata;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveja Bodoque;Wild Ale;Wild Ale;Wild Ale;Wild Ale;Wild Ale;Oro;Oro;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Devaneio Do Velhaco;Limiar;Wild Ale;Wild Ale;Wild Ale;Wild Ale;Plata;Plata;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Buller;Buller Witbier;Witbier;Witbier;Witbier;Belgian Ale;Oro;Oro;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cervejaria Browe;BROWe! Witbier;Witbier;Witbier;Witbier;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cervejaria Kairós;Rendeiras Witbier;Witbier;Witbier;Witbier;Belgian Ale;Bronce;Bronce;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Astor Birra;Aura Austral;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Bronce;Bronce;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cervejaria Leopoldina;Cervejaria Leopoldina - Leopoldina Barley Wine Corte I;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Oro;Oro;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveza Mowa;La 14;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Plata;Plata;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveza Mowa;La Llorona;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Oro;Oro;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveza Szot;Piscolits;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Bronce;Bronce;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Dama Bier;DAMA RESERVA 12;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Bronce;Bronce;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Nothus;Magnitud 9.5;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Plata;Plata;Beer;Style; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Okcidenta;SUPER SAISON - OKCIDENTA PROGRAMA BARRICAS;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Oro;Oro;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Suricato Ales;Cubo - Baltic Porter Amburana;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Plata;Plata;Beer;Style; - ;Brasil
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cumbres Del Ranco;Porter Tequila;Wood Aged Porter;Wood Aged Porter;Wood Aged Porter;Porter;Bronce;Bronce;Beer;Style; - ;Chile
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;La20 Cervecería;La20 Kolsch;Altbier;Altbier;Altbier;Altbier;Oro;Oro;Beer;Style;San Pedro Sula;Honduras
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Numu Br.;Liberiana;Altbier;Altbier;Altbier;Altbier;Plata;Plata;Beer;Style;Liberia;Costa Rica
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Artesanal Aguamala;Marea Roja;American Amber Lager;American Amber Lager;Amber Lager;Lager;Bronce;Bronce;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruer;Ensenada Sunset;American Amber Lager;American Amber Lager;Amber Lager;Lager;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fausto;Amber Lager;American Amber Lager;American Amber Lager;Amber Lager;Lager;Oro;Oro;Beer;Style;Monterrey;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Perla Negra Cerveceria;Mar de Gloria;American Amber Lager;American Amber Lager;Amber Lager;Lager;Bronce;Bronce;Beer;Style;San Pedro Sula;Honduras
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Wendlandt;HARRY POLANCO;American Amber Lager;American Amber Lager;Amber Lager;Lager;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Wendlandt;HARRY POLANCO;American Amber Lager;American Amber Lager;Amber Lager;Lager;Best Beer - Plata;Plata;Beer;Cup;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Capau;Black Bennu;American Brown Ale;American Brown Ale;Brown Ale;Brown Ale;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Refrán;Refrán Brown Ale;American Brown Ale;American Brown Ale;Brown Ale;Brown Ale;Plata;Plata;Beer;Style;Ciudad Victoria;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Transpeninsular;Homewrecker;American Brown Ale;American Brown Ale;Brown Ale;Brown Ale;Plata;Plata;Beer;Style;ENSENADA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruselas Bbc (Colab. Con Cerveceria Kuruf);Sed Verdadera;American Fruit Beer;American Fruit Beer;American Fruit Beer;Fruit Ale;Oro;Oro;Beer;Style;Neuquen;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cardera;Berrinchuda;American Fruit Beer;American Fruit Beer;American Fruit Beer;Fruit Ale;Bronce;Bronce;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Madre Tierra;Tropical Fruit Beer;American Fruit Beer;American Fruit Beer;American Fruit Beer;Fruit Ale;Plata;Plata;Beer;Style;La plata;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Brujas;EXOTHIC SOUR 2.0;American Fruit Sour Ale;American Fruit Sour Ale;American Fruit Sour Ale;Sour Ale;Oro;Oro;Beer;Style;Necochea;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Dos Aves;Gose con Pepino;American Fruit Sour Ale;American Fruit Sour Ale;American Fruit Sour Ale;Sour Ale;Bronce;Bronce;Beer;Style;San Miguel de Allende;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Semanario;SOUR SOON;American Fruit Sour Ale;American Fruit Sour Ale;American Fruit Sour Ale;Sour Ale;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Huerfana;HUERFANA IMPERIAL STOUT;American Imperial Stout;American Imperial Stout;Imperial Stout;Stout;Oro;Oro;Beer;Style;Saltillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cerveza 1993;Its just 1993 against the world;American Ipa;American Ipa;American Ipa;Ipa;Bronce;Bronce;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fábrica De S Tarabaña;Chula Vista;American Ipa;American Ipa;American Ipa;Ipa;Oro;Oro;Beer;Style;Lerma;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Insurgente;Rompeolas;American Ipa;American Ipa;American Ipa;Ipa;Plata;Plata;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruer (Colab. Con Micervesa);Aoki;American IPL;American Ipl;Ipl;Ipl;Bronce;Bronce;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Irrestricta Br. Co.;Cold Cold Hop;American IPL;American Ipl;Ipl;Ipl;Plata;Plata;Beer;Style;guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Wendlandt;FLYING JERRY;American IPL;American Ipl;Ipl;Ipl;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Zapote Br. Co.;American Lager;American Lager;American Lager;Lager;Lager;Bronce;Bronce;Beer;Style;Guatemala;Guatemala
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Heroica;MAREA ALTA;American Lager;American Lager;Lager;Lager;Plata;Plata;Beer;Style;VERACRUZ;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Insurgente;Lunar;American Lager;American Lager;Lager;Lager;Bronce;Bronce;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Sudamericana De Bebidas;Cerveza 361-Sudamericana de bebidas;American Lager;American Lager;Lager;Lager;Oro;Oro;Beer;Style;San Rafael;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Buqui Bichi Br.;Ultra Bichi;American Light Lager;American Light Lager;Light Lager;Lager;Bronce;Bronce;Beer;Style;HERMOSILLO;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;De Colima;Cayaco 95;American Light Lager;American Light Lager;Light Lager;Lager;Plata;Plata;Beer;Style;El Trapiche;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Insurgente;Cucú;American Light Lager;American Light Lager;Light Lager;Lager;Oro;Oro;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fausto;Shooting Hops;American Pale Ale;American Pale Ale;Pale Ale;Pale Ale;Bronce;Bronce;Beer;Style;Monterrey;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Tres Islas;Sabalo Centro;American Pale Ale;American Pale Ale;Pale Ale;Pale Ale;Plata;Plata;Beer;Style;Mazatlan;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Wendlandt;VAQUITA MARINA;American Pale Ale;American Pale Ale;Pale Ale;Pale Ale;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Colablanca (Colab. Con Cerveceria Tres Islas, Morenos, Hercules, Lahuesuda);5 elementos;American Pils;American Pils;American Pils;Lager;Plata;Plata;Beer;Style;Zapopan;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Huerfana;HUERFANA HOPPY LAGER;American Pils;American Pils;American Pils;Lager;Oro;Oro;Beer;Style;Saltillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Armor Cerveceria;Siniestra;American Stout;American Stout;Stout;Stout;Bronce;Bronce;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Metabrews Co.;Rockstar Pants;American Stout;American Stout;Stout;Stout;Best Beer - Oro;Oro;Beer;Cup;Monterrey;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Metabrews Co.;Rockstar Pants;American Stout;American Stout;Stout;Stout;Oro;Oro;Beer;Style;Monterrey;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Wendlandt;FOCA PARLANTE;American Stout;American Stout;Stout;Stout;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Buqui Bichi Br.;Buena Bola;American Wheat Beer;American Wheat Beer;American Wheat;Wheat;Bronce;Bronce;Beer;Style;HERMOSILLO;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cuatro Palos;Verano Forever;American Wheat Beer;American Wheat Beer;American Wheat;Wheat;Plata;Plata;Beer;Style;Queretaro;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Nogg;American Wheat;American Wheat Beer;American Wheat Beer;American Wheat;Wheat;Oro;Oro;Beer;Style;machali;Chile
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Rrey (Colab. Con El Gardenia);Puerta negra;Baltic Porter;Baltic Porter;Baltic Porter;Porter;Bronce;Bronce;Beer;Style;Santa Catarina;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Salvaje;LEEUW;Belgian Blonde Ale;Belgian Blonde Ale;Belgian Blonde Ale;Belgian Ale;Oro;Oro;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Krox;Krox Cassis;Belgian Fruit Beer;Belgian Fruit Beer;Belgian Fruit;Belgian Ale;Bronce;Bronce;Beer;Style;CDMX;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;La Vizcaína;Gaspar 2024;Belgian Quadrupel;Belgian Quadrupel;Belgian Quadrupel;Belgian Ale;Bronce;Bronce;Beer;Style;Mineral del Monte;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fábrica De S Tarabaña;Ferus Diabolus;Belgian Strong Blonde Ale;Belgian Strong Blonde Ale;Belgian Strong Blonde Ale;Belgian Ale;Plata;Plata;Beer;Style;Lerma;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fábrica De S Tarabaña;San Mateo No.VIII;Belgian Tripel;Belgian Tripel;Belgian Tripel;Belgian Ale;Oro;Oro;Beer;Style;Lerma;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fractal Cervecería;Bauhaus;Berliner Weisse;Berliner Weisse;Berliner Weisse;Berliner Weisse;Plata;Plata;Beer;Style;Guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Insurgente;Berlina;Berliner Weisse;Berliner Weisse;Berliner Weisse;Berliner Weisse;Bronce;Bronce;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cachimbón ;Cipitio;Blonde Ale;Blonde Ale;Blonde Ale;Blonde Ale;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fortuna;CALIFORNIA ALE;Blonde Ale;Blonde Ale;Blonde Ale;Blonde Ale;Plata;Plata;Beer;Style;Zapopan;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Santo Negro Wb;BLONDE ALE;Blonde Ale;Blonde Ale;Blonde Ale;Blonde Ale;Bronce;Bronce;Beer;Style;Chihuahua;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruder;Bruder Rubia;Bohemian Pilsner;Bohemian Pilsner;Bohemian Pilsner;Bohemian Pilsner;Best Beer - Bronce;Bronce;Beer;Style;Tunja;Colombia
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruder;Bruder Rubia;Bohemian Pilsner;Bohemian Pilsner;Bohemian Pilsner;Bohemian Pilsner;Oro;Oro;Beer;Style;Tunja;Colombia
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;KEANU IN THE SKY WITH DIAMONDS;Bohemian Pilsner;Bohemian Pilsner;Bohemian Pilsner;Bohemian Pilsner;Plata;Plata;Beer;Style;CHIHUAHUA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Doblerre De Autor;BRETTY LA FEA;Brett Beer;Brett Beer;Brett;Brett;Bronce;Bronce;Beer;Style;ZAPOPAN;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Lumpen;Serie brett #6;Brett Beer;Brett Beer;Brett;Brett;Oro;Oro;Beer;Style;CABA;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Madre Tierra;Mal Bicho;Brett Beer;Brett Beer;Brett;Brett;Plata;Plata;Beer;Style;La plata;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bosinger Beer;BOSIGER BARLEY WINE;British Barley Wine;British Barley Wine;British Barley Wine;British Barley Wine;Bronce;Bronce;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Zapote Br. Co.;Porter;Brown Porter;Brown Porter;Brown Porter;Porter;Oro;Oro;Beer;Style;Guatemala;Guatemala
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Tropel;Indomable English Porter;Brown Porter;Brown Porter;Brown Porter;Porter;Plata;Plata;Beer;Style;Lujan;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Chivo Gruñon;Florencio;California Common;California Common;California Common;California Common;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;La Grulla;Grusour;Catharina Sour;Catharina Sour;Catharina Sour;Sour Ale;Plata;Plata;Beer;Style;Valdivia;Chile
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Sýncopa;Marina Dream;Catharina Sour;Catharina Sour;Catharina Sour;Sour Ale;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Barriochico;BARRANQUEÑA;Cervezas Cannabicas;Cervezas Cannabicas;Cervezas Cannabicas;Cervezas Cannabicas;Plata;Plata;Beer;Style;guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Barriochico;BARRIO 21;Cervezas Cannabicas;Cervezas Cannabicas;Cervezas Cannabicas;Cervezas Cannabicas;Oro;Oro;Beer;Style;guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Mandala;Cannabic IPA;Cervezas Cannabicas;Cervezas Cannabicas;Cervezas Cannabicas;Cervezas Cannabicas;Bronce;Bronce;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Caserío;Caralampio;Chili Pepper Beer;Chili Pepper Beer;Chili Pepper;Chili Pepper;Plata;Plata;Beer;Style;Tampico;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;PIQUE;Chili Pepper Beer;Chili Pepper Beer;Chili Pepper;Chili Pepper;Bronce;Bronce;Beer;Style;CHIHUAHUA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;De La Costa;Posada;Chocolate Beer;Chocolate Beer;Chocolate;Chocolate;Bronce;Bronce;Beer;Style;Colima;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Lúpulos Craft Beer;Sangre de Dragón 2.0;Chocolate Beer;Chocolate Beer;Chocolate;Chocolate;Oro;Oro;Beer;Style;San Pedro Sula;Honduras
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Santa Sabina;Follow The black Rabbit;Chocolate Beer;Chocolate Beer;Chocolate;Chocolate;Plata;Plata;Beer;Style;Guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Brewtal Br. Bros;Coffee Bastard;Coffee Beer;Coffee Beer;Coffee;Coffee;Plata;Plata;Beer;Style;San Luis Potosí;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Ramuri;ODIN;Coffee Beer;Coffee Beer;Coffee;Coffee;Oro;Oro;Beer;Style;TIJUANA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruer;Edison Light;Cream Ale;Cream Ale;Cream Ale;Cream Ale;Bronce;Bronce;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;BERLIN ALE;Cream Ale;Cream Ale;Cream Ale;Cream Ale;Oro;Oro;Beer;Style;CHIHUAHUA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fabrica De  La Ruina;Sonora Ale;Cream Ale;Cream Ale;Cream Ale;Cream Ale;Plata;Plata;Beer;Style;Hermosillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Santo Negro Wb;HELLES CUATA;Dortmunder Export;Dortmunder Export;Dortmunder Export;Dortmunder Export;Bronce;Bronce;Beer;Style;Chihuahua;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Beerna;Verano PinUp Hazy Dipa;Double Hazy Ipa;Double Hazy Ipa;Double Hazy Ipa;Hazy Ipa;Oro;Oro;Beer;Style;Leon;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Deserto;Dioniso;Double Hazy Ipa;Double Hazy Ipa;Double Hazy Ipa;Hazy Ipa;Plata;Plata;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Sacro;Hop Rocket;Double Hazy Ipa;Double Hazy Ipa;Double Hazy Ipa;Hazy Ipa;Bronce;Bronce;Beer;Style;Tequixquiac;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Dos Aves;Arpia;Double Ipa;Double Ipa;Double Ipa;Ipa;Plata;Plata;Beer;Style;San Miguel de Allende;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fábrica De S Tarabaña;Magma;Double Ipa;Double Ipa;Double Ipa;Ipa;Oro;Oro;Beer;Style;Lerma;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Jester;Luptopia;Double Ipa;Double Ipa;Double Ipa;Ipa;Bronce;Bronce;Beer;Style;Santiago;Chile
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bitter Dog;Diabolica;Dubbel;Dubbel;Dubbel;Dubbel;Plata;Plata;Beer;Style;San Luis Potosi;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Huerfana;HUERFANA BROWN ALE;English Brown Ale;English Brown Ale;English Brown Ale;Brown Ale;Bronce;Bronce;Beer;Style;Saltillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Soulmate Br.;Brown Ale;English Brown Ale;English Brown Ale;English Brown Ale;Brown Ale;Oro;Oro;Beer;Style;Morrisville;EEUU
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Señor Bolsón;La Comarca;English Dark Mild;English Dark Mild;English Dark Mild;Mild;Bronce;Bronce;Beer;Style;Copacabana;Colombia
